,unnamed:_0,total_agriculture,total_construction,total_manufacturing,total_wholesale_trade,total_retail_trade,transportation_warehousing_utilities,total_information,total_finance_and_real_estate,total_scientific_administrative_and_waste_management_services,total_educational_healthcare_and_social_assistance,total_arts_and_entertainment,total_other_services,total_public_administration,total_management_business_science_and_arts_occupations,total_service_occupations,total_sales_and_office_occupations,total_natural_resources_and_maintenance_occupations,"total_production,_transportation,_and_material_moving_occupations",population_of_one_race_total,white,black_or_african_american,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_other_pacific_islander,population_of_one_race_some_other_race,median_age:_total,ed_total,ed_no_schooling_completed,ed_nursery_school,ed_kindergarten,ed_1st_grade,ed_2nd_grade,ed_3rd_grade,ed_4th_grade,ed_5th_grade,ed_6th_grade,ed_7th_grade,ed_8th_grade,ed_9th_grade,e_10th_grade,ed_11th_grade,ed_12th_grade_no_diploma,median_income,unemployed_pop_16_years_and_over,in_civilian_labor_force,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,state_fip,county_fip
519,"Shackelford County, Texas: Summary level: 050, state:48> county:417",303,100,19,6,186,103,16,14,106,234,153,124,140,480,310,356,207,151,3215,3158,7,11,8,0,31,43.0,2239,32,0,0,0,0,0,0,0,19,16,36,32,75,79,15,26200,84,1588,29,116,275,3270,0,3296,48,417
520,"Shelby County, Texas: Summary level: 050, state:48> county:419",1207,1094,1330,176,1041,434,90,382,384,1976,719,508,309,2239,1579,1801,1958,2073,25216,19732,4847,242,114,0,281,38.0,16235,302,0,0,6,0,45,48,43,564,148,394,488,878,724,186,22658,802,10452,1063,1712,2638,25178,56,25349,48,419
521,"Sherman County, Texas: Summary level: 050, state:48> county:421",470,150,61,87,162,154,10,29,67,195,87,60,31,415,185,265,392,306,2927,2702,37,12,0,0,176,40.1,2076,38,0,0,0,6,17,7,0,92,19,80,26,62,47,41,28307,14,1577,94,181,350,3030,0,3059,48,421
522,"Smith County, Texas: Summary level: 050, state:48> county:423",3275,7599,7137,2645,13611,4702,2405,4874,8674,28090,9598,5735,3511,34967,19318,22565,10494,14512,223246,174650,39690,795,3868,212,4031,36.6,148915,2106,10,0,80,142,749,174,513,2719,761,1708,2575,3241,3935,2470,27384,5812,107668,6187,13738,16551,225116,267,227449,48,423
523,"Somervell County, Texas: Summary level: 050, state:48> county:425",347,390,327,45,317,312,17,127,266,908,253,121,237,1416,636,457,549,609,8848,7865,105,115,24,68,671,41.0,6247,13,0,0,0,0,0,0,40,11,50,18,125,249,42,99,30157,158,3825,238,276,666,8675,0,8860,48,425
524,"Starr County, Texas: Summary level: 050, state:48> county:427",1393,2261,639,156,2348,1253,86,673,1009,8785,1483,1160,810,4994,7117,3523,3525,2897,63832,61060,49,39,10,0,2674,28.8,35597,1875,28,10,85,395,1158,895,772,3457,568,1082,2595,1483,1074,1142,14038,3775,25831,4193,8343,9213,63545,338,64078,48,427
525,"Stephens County, Texas: Summary level: 050, state:48> county:429",568,348,378,71,300,201,7,167,204,693,329,271,188,973,814,633,634,671,9060,8441,265,60,31,0,263,39.4,6289,79,0,0,0,0,13,28,19,115,136,29,160,338,315,118,22206,261,3986,375,682,662,8943,0,9364,48,429
526,"Sterling County, Texas: Summary level: 050, state:48> county:431",171,41,6,18,111,52,0,12,13,140,23,15,29,157,100,159,79,136,1219,1122,0,0,0,0,97,40.8,775,0,0,0,3,0,0,3,0,27,10,0,12,9,10,8,36827,12,643,102,69,103,1194,0,1231,48,431
527,"Stonewall County, Texas: Summary level: 050, state:48> county:433",137,41,0,20,67,96,0,28,8,161,30,7,38,192,89,123,126,103,1464,1363,30,38,0,0,33,47.1,988,15,2,0,0,0,0,10,15,18,10,0,0,62,41,12,25331,17,650,87,3,110,1427,0,1476,48,433
528,"Sutton County, Texas: Summary level: 050, state:48> county:435",468,152,87,71,206,76,0,59,72,245,169,62,85,533,250,412,342,215,3824,2395,3,14,0,6,1406,38.6,2560,104,0,0,0,0,6,6,15,104,8,115,117,86,82,24,30298,141,1893,83,274,307,3808,14,3824,48,435
529,"Swisher County, Texas: Summary level: 050, state:48> county:437",481,149,147,88,303,171,25,62,142,606,255,125,229,821,602,484,479,397,7061,6222,448,241,12,5,133,35.9,5012,50,0,0,49,139,12,24,52,190,22,119,261,181,118,123,21851,171,2954,290,388,689,6783,0,7432,48,437
530,"Tarrant County, Texas: Summary level: 050, state:48> county:439",11329,76911,103274,33955,116633,85083,17411,80102,107980,201816,97063,52637,32818,377065,160508,236704,92763,149972,1984300,1374182,338378,10343,111274,3946,146177,34.4,1314012,22312,323,519,839,2066,5111,2966,6351,25045,6237,14133,28469,21448,23729,22943,33326,50049,1067061,60528,119050,142768,2033815,4231,2049770,48,439
531,"Taylor County, Texas: Summary level: 050, state:48> county:441",1452,4204,4215,1234,7820,3372,625,4442,4108,18132,6066,3377,4394,20730,13730,14033,6913,8035,133488,104989,10946,1033,3002,44,13474,32.5,83518,1065,0,8,29,184,180,33,215,498,399,860,1180,1545,1840,879,26504,2207,65648,2893,7298,7989,131204,142,136870,48,441
532,"Terrell County, Texas: Summary level: 050, state:48> county:443",33,29,19,0,7,32,8,11,65,86,6,23,38,125,81,44,49,58,874,592,10,3,0,0,269,55.2,754,11,0,0,0,7,0,21,0,0,0,14,13,0,33,3,24069,3,360,0,7,78,896,0,896,48,443
533,"Terry County, Texas: Summary level: 050, state:48> county:445",1082,416,163,359,337,259,37,158,73,936,551,174,304,1157,1003,856,1239,594,12337,11418,609,18,2,0,290,34.6,7990,296,0,0,78,77,118,94,134,212,222,129,491,239,334,102,22037,493,5342,562,1135,953,11535,17,12528,48,445
534,"Throckmorton County, Texas: Summary level: 050, state:48> county:447",176,29,18,7,54,63,13,29,29,203,24,23,16,223,92,196,88,85,1422,1404,14,0,0,0,4,52.3,1090,6,0,0,13,0,0,0,6,0,41,13,21,20,20,6,26167,34,718,24,97,102,1432,5,1436,48,447
535,"Titus County, Texas: Summary level: 050, state:48> county:449",498,866,3336,582,2047,826,36,350,862,2744,1027,844,448,3100,2764,2964,1596,4042,31893,22968,2926,289,357,12,5341,34.1,19904,484,0,61,37,62,197,107,145,1017,138,343,473,489,567,519,25174,769,15235,901,2206,2608,32418,151,32640,48,449
536,"Tom Green County, Texas: Summary level: 050, state:48> county:451",3501,4616,3090,1108,7160,1886,1113,2956,4475,13962,4525,2783,3306,17191,10149,13477,7270,6394,115652,102396,5015,467,1524,79,6171,34.1,75581,1039,0,59,99,147,361,108,238,983,457,941,1347,1676,1773,1150,27568,2236,56717,2679,6626,6099,113076,54,117986,48,451
537,"Travis County, Texas: Summary level: 050, state:48> county:453",5156,52003,51459,14753,63377,23846,22668,49731,127936,136406,68545,34601,37751,342251,103076,140408,52961,49536,1182685,889046,101955,7716,82257,650,101061,34.2,843030,13836,179,304,570,1420,3199,2195,3268,13016,3042,8278,11692,9243,8912,10777,39860,27318,715550,24614,65866,67343,1219139,1749,1226805,48,453
538,"Trinity County, Texas: Summary level: 050, state:48> county:455",384,634,327,100,624,295,40,158,342,1012,382,205,614,1583,950,991,857,736,14339,12557,1454,18,5,0,305,48.6,10591,45,0,0,15,55,41,38,44,143,136,176,287,299,363,150,23576,397,5514,599,788,1466,14466,20,14620,48,455
539,"Tyler County, Texas: Summary level: 050, state:48> county:457",648,551,534,72,903,167,17,366,617,1164,413,566,582,1567,1409,1527,1050,1047,21014,18209,2305,23,70,0,407,42.4,15116,108,0,0,43,3,8,45,18,53,184,184,846,608,459,159,22214,1040,7640,296,1260,1608,18863,15,21518,48,457
540,"Upshur County, Texas: Summary level: 050, state:48> county:459",863,1611,1875,570,2436,987,166,723,1612,3659,1265,951,503,4905,2677,4467,2105,3067,40217,35529,3370,210,128,0,980,41.4,27897,415,0,22,2,67,23,119,105,467,74,178,376,440,1143,517,26279,971,18192,1371,2088,3284,40474,25,41018,48,459
541,"Upton County, Texas: Summary level: 050, state:48> county:461",444,139,47,15,82,91,28,41,57,311,79,39,55,296,269,259,380,224,3656,1648,220,21,26,0,1741,39.6,2430,41,0,0,31,35,31,30,38,53,29,21,121,98,66,0,28795,78,1506,73,98,206,3602,28,3659,48,461
542,"Uvalde County, Texas: Summary level: 050, state:48> county:463",1074,1294,676,192,1526,442,60,519,693,2109,1070,872,661,2535,2450,2685,2048,1470,26722,25125,170,101,266,17,1043,33.7,16740,383,0,0,16,64,178,208,223,772,71,307,577,455,518,277,21037,626,11814,809,1965,1760,26460,46,26920,48,463
543,"Val Verde County, Texas: Summary level: 050, state:48> county:465",827,1432,1124,464,2144,1290,176,764,1015,4329,2008,906,2818,4677,4387,4304,2735,3194,48526,45407,706,179,369,12,1853,31.8,29502,1375,6,9,63,103,649,245,241,1965,553,817,1000,838,1220,290,21541,992,20289,1491,3122,3573,46047,119,48969,48,465
544,"Van Zandt County, Texas: Summary level: 050, state:48> county:467",1624,2106,2256,507,2999,1050,332,1101,1823,4908,1718,1093,718,6828,4074,4854,3429,3050,54105,51331,1543,283,271,48,629,42.8,38152,452,0,7,4,21,105,53,197,483,257,588,759,1264,1220,466,26570,1160,23395,1782,3133,4892,54486,45,55103,48,467
545,"Victoria County, Texas: Summary level: 050, state:48> county:469",2108,3199,4533,1550,5941,1934,435,1883,3012,10479,3794,1716,1545,13072,7873,9459,5190,6535,89917,80546,5488,228,1067,71,2517,35.9,60252,1001,0,0,8,86,321,167,289,877,527,975,1745,1443,1436,890,27297,2543,44672,2849,6345,6067,91105,61,92109,48,469
546,"Walker County, Texas: Summary level: 050, state:48> county:471",663,1502,987,410,3358,1253,317,1188,1342,7018,2690,1026,4514,7943,7291,5311,2441,3282,71291,52800,16780,315,920,14,462,35.3,46597,473,0,0,72,9,45,263,221,728,322,716,1385,1082,894,299,26411,904,27172,1053,3872,2792,58240,26,72321,48,471
547,"Waller County, Texas: Summary level: 050, state:48> county:473",1184,2329,2147,971,3180,1001,503,1145,1757,5254,1705,1295,970,6676,4506,5675,3327,3257,51027,30096,12911,449,530,25,7016,28.9,28580,590,30,0,17,51,347,149,74,943,147,255,775,720,391,513,25613,1288,24729,2015,4510,3814,51619,147,51832,48,473
548,"Ward County, Texas: Summary level: 050, state:48> county:475",991,549,122,156,436,466,45,274,258,956,322,233,138,1364,699,922,995,966,11478,10052,469,172,111,0,674,33.9,7369,226,0,0,53,11,11,39,26,186,86,121,247,255,214,100,31467,314,5260,512,774,837,11552,86,11658,48,475
549,"Washington County, Texas: Summary level: 050, state:48> county:477",717,1620,1774,372,1977,660,180,1094,1103,3364,1253,821,566,5339,2416,3147,2334,2265,34520,27569,5805,88,582,38,438,41.5,23488,310,0,0,0,36,192,17,71,122,204,425,367,552,425,392,28376,927,16428,794,1203,1967,34469,25,35163,48,477
550,"Webb County, Texas: Summary level: 050, state:48> county:479",3441,6859,2458,3876,14976,15768,1090,4328,8070,26386,9453,5706,6998,29313,24645,28639,11389,15423,272110,262244,1215,580,1387,31,6653,28.8,151324,5340,33,87,369,1028,2017,1471,2097,8248,2460,4332,9087,3403,4199,4916,21894,5619,115028,13425,29629,31005,271326,1070,273526,48,479
551,"Wharton County, Texas: Summary level: 050, state:48> county:481",2012,1728,1731,493,2266,1105,145,868,922,4184,1028,785,860,4779,3080,3906,3267,3095,41170,33504,5944,25,142,0,1555,37.3,26990,773,7,0,118,88,274,123,188,659,104,419,982,725,799,606,26008,986,19113,1857,2568,3202,41228,104,41577,48,481
552,"Wheeler County, Texas: Summary level: 050, state:48> county:483",439,180,81,71,248,185,5,58,133,472,297,207,106,615,511,651,448,257,5129,4678,171,15,3,0,262,39.6,3624,45,0,2,6,16,51,2,14,99,14,37,58,133,156,83,27031,120,2602,109,391,472,5272,34,5338,48,483
553,"Wichita County, Texas: Summary level: 050, state:48> county:485",1771,3724,4837,1054,7046,2861,1073,2529,3653,13930,6439,3250,3597,18392,11529,11475,6412,7956,127128,103920,13623,1307,3109,105,5064,34.5,84301,925,7,65,38,76,161,108,91,973,440,1374,1611,1868,2178,1385,25448,2864,58628,2650,6706,7096,117060,28,131596,48,485
554,"Wilbarger County, Texas: Summary level: 050, state:48> county:487",480,236,719,161,445,349,35,242,341,2008,605,334,198,1703,1724,1104,689,933,12558,10017,1291,194,121,0,935,39.4,8856,102,20,2,24,40,29,23,24,67,124,420,305,374,218,249,24911,366,6519,232,871,759,12633,0,12833,48,487
555,"Willacy County, Texas: Summary level: 050, state:48> county:489",923,558,298,14,803,381,270,224,441,2295,568,346,518,1500,2000,1678,1402,1059,21528,20975,138,144,0,0,271,33.0,13296,785,0,46,29,132,125,221,179,715,321,298,451,385,493,376,16793,1224,8863,623,2419,2511,20335,53,21588,48,489
556,"Williamson County, Texas: Summary level: 050, state:48> county:491",1965,19397,27584,6962,31836,9984,7285,21381,43418,59522,22361,12797,14686,129668,39425,65903,19950,24232,524704,436477,35054,1520,37395,413,13845,36.3,362078,4304,87,73,32,201,455,608,509,2126,753,2215,3264,2581,3088,4204,39583,14015,293193,9131,18171,22136,544319,1169,547604,48,491
557,"Wilson County, Texas: Summary level: 050, state:48> county:493",1231,2648,1517,687,2638,1619,147,1087,1822,4459,1440,1003,1501,7130,3712,4799,3177,2981,47554,45548,690,182,173,40,921,40.2,33086,463,0,4,0,13,100,68,61,361,216,361,507,676,640,644,32643,1197,22996,985,2283,2901,48518,83,49173,48,493
558,"Winkler County, Texas: Summary level: 050, state:48> county:495",767,225,23,119,239,398,34,63,237,580,298,135,228,661,736,583,602,764,7588,6909,393,114,0,0,172,33.1,4612,94,0,0,0,24,32,16,51,192,46,161,236,277,202,90,28788,129,3475,481,459,670,7767,0,7867,48,495
559,"Wise County, Texas: Summary level: 050, state:48> county:497",2265,2456,2725,977,3704,2743,447,1418,1992,5740,2317,2118,1250,8704,4915,6508,4330,5695,64748,61993,948,301,338,132,1036,38.3,44452,548,3,6,8,73,179,8,181,811,162,630,1026,1337,1017,544,29858,1374,31526,2555,3629,5441,65372,85,66290,48,497
560,"Wood County, Texas: Summary level: 050, state:48> county:499",788,1489,1607,406,2424,1040,292,1021,1456,3217,1206,600,818,4793,2494,3815,2569,2693,43719,39622,2224,397,286,37,1153,47.9,32254,875,0,0,0,2,43,37,30,454,154,427,531,727,889,757,25192,960,17324,882,2233,2545,43361,37,44366,48,499
561,"Yoakum County, Texas: Summary level: 050, state:48> county:501",1117,270,46,96,233,411,118,76,170,557,225,156,142,877,534,544,1139,523,8502,8311,38,15,4,0,134,30.3,4873,274,42,0,59,11,89,26,55,501,93,69,304,104,79,73,34598,166,3783,845,769,769,8631,23,8631,48,501
562,"Young County, Texas: Summary level: 050, state:48> county:503",1099,821,948,90,841,347,73,210,435,1871,368,577,358,2358,1518,1482,1399,1281,17965,17264,379,134,48,0,140,41.1,12473,188,0,0,0,0,3,24,24,74,52,217,205,452,499,385,27199,268,8306,826,1116,1508,17743,0,18036,48,503
563,"Zapata County, Texas: Summary level: 050, state:48> county:505",1047,574,116,0,339,245,0,235,214,1330,356,405,359,1003,1389,804,1042,982,14243,13405,0,0,112,0,726,29.5,8042,192,0,0,60,56,185,106,186,664,101,380,421,222,259,231,17256,608,5828,647,1919,1482,14267,20,14304,48,505
564,"Zavala County, Texas: Summary level: 050, state:48> county:507",451,267,237,95,565,294,31,64,153,1561,257,73,237,1198,850,886,698,653,11952,11469,40,0,11,0,432,32.9,7093,219,0,5,0,0,189,63,148,284,127,378,158,234,348,198,15223,408,4693,140,950,808,11875,7,12039,48,507
