school,district,type,county,total_students,total_vaccinated,vaccinated_perc,in_progress,unvacinated,total_waivers,waivers_perc,medical_waivers_n,medical_waivers_perc,religion_waivers_n,religion_wavers_perc,phil_waivers_n,phil_waivers_perc,year,state
Nichols Elementary-Middle School,Detroit Public Schools Community District,Pub,Detroit,41,41,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Nolan Elementary-Middle School,Detroit Public Schools Community District,Pub,Detroit,56,49,87.5,1,6,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Bates Academy,Detroit Public Schools Community District,Pub,Detroit,64,61,95.3,0,0,3,4.7,0,0.0,2,3.1,1,1.6,2019,MI
Pasteur Elementary School,Detroit Public Schools Community District,Pub,Detroit,47,44,93.6,0,2,1,2.1,0,0.0,1,2.1,0,0.0,2019,MI
Priest Elementary School,Detroit Public Schools Community District,Pub,Detroit,87,83,95.4,1,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Pulaski Elementary-Middle School,Detroit Public Schools Community District,Pub,Detroit,50,42,84.0,4,4,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Sampson-Webber Leadership Academy,Detroit Public Schools Community District,Pub,Detroit,44,42,95.5,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Schulze Elementary School,Detroit Public Schools Community District,Pub,Detroit,104,99,95.2,0,2,3,2.9,1,1.0,2,1.9,0,0.0,2019,MI
Spain Elementary School,Detroit Public Schools Community District,Pub,Detroit,44,41,93.2,0,1,2,4.5,0,0.0,1,2.3,1,2.3,2019,MI
Coleman A Young Elementary School,Detroit Public Schools Community District,Pub,Detroit,94,89,94.7,0,5,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Edward (Duke) Ellington Conservatory of Music/Art,Detroit Public Schools Community District,Pub,Detroit,53,53,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Ronald Brown Academy,Detroit Public Schools Community District,Pub,Detroit,132,121,91.7,3,7,1,0.8,0,0.0,0,0.0,1,0.8,2019,MI
Thirkell Elementary School,Detroit Public Schools Community District,Pub,Detroit,67,61,91.0,1,4,1,1.5,0,0.0,1,1.5,0,0.0,2019,MI
Vernor Elementary School,Detroit Public Schools Community District,Pub,Detroit,35,35,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Bow Elementary School,Detroit Public Schools Community District,Pub,Detroit,41,35,85.4,5,0,1,2.4,0,0.0,1,2.4,0,0.0,2019,MI
Wayne Elementary School,Detroit Public Schools Community District,Pub,Detroit,34,33,97.1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Most Holy Trinity School,Detroit Public Schools Community District,Priv,Detroit,12,11,91.7,0,0,1,8.3,0,0.0,1,8.3,0,0.0,2019,MI
Carleton Elementary School,Detroit Public Schools Community District,Pub,Detroit,78,72,92.3,2,2,2,2.6,0,0.0,1,1.3,1,1.3,2019,MI
Noble Elementary School,Detroit Public Schools Community District,Pub,Detroit,62,59,95.2,1,0,2,3.2,0,0.0,1,1.6,1,1.6,2019,MI
Brewer Elementary School,Detroit Public Schools Community District,Pub,Detroit,60,49,81.7,5,4,2,3.3,0,0.0,1,1.7,1,1.7,2019,MI
Foreign Language Immersion,Detroit Public Schools Community District,Pub,Detroit,98,85,86.7,0,0,13,13.3,0,0.0,7,7.1,6,6.1,2019,MI
Westside Christian Academy,Detroit Public Schools Community District,Priv,Detroit,12,10,83.3,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Garvey Academy,Detroit Public Schools Community District,Pub,Detroit,51,44,86.3,0,0,7,13.7,0,0.0,3,5.9,4,7.8,2019,MI
Al-Ikhlas Training Academy,Detroit Public Schools Community District,Priv,Detroit,10,9,90.0,0,0,1,10.0,0,0.0,0,0.0,1,10.0,2019,MI
Paul Robeson Malcolm X Academy,Detroit Public Schools Community District,Pub,Detroit,5,5,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Moses Field Center,Detroit Public Schools Community District,Pub,Detroit,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Fisher Magnet Lower Academy,Detroit Public Schools Community District,Pub,Detroit,113,102,90.3,3,5,3,2.7,1,0.9,2,1.8,0,0.0,2019,MI
Charles Wright Academy of Arts and Science,Detroit Public Schools Community District,Pub,Detroit,74,70,94.6,1,2,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
Wonder Years KD,Detroit Public Schools Community District,Priv,Detroit,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Detroit International Academy for Young Women,Detroit Public Schools Community District,Pub,Detroit,16,13,81.3,0,0,3,18.8,0,0.0,1,6.3,2,12.5,2019,MI
LACC Child Care Academy K,Detroit Public Schools Community District,Priv,Detroit,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Davis Preparatory Academy,Detroit Public Schools Community District,Priv,Detroit,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Redford Service Learning Academy Campus,Detroit Service Learning Academy,Pub,Detroit,40,39,97.5,0,0,1,2.5,0,0.0,0,0.0,1,2.5,2019,MI
Oak Park Service Learning Academy,Detroit Service Learning Academy,Pub,Detroit,12,10,83.3,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Detroit Service Learning Academy,Detroit Service Learning Academy,Pub,Detroit,98,88,89.8,2,7,1,1.0,0,0.0,1,1.0,0,0.0,2019,MI
Dove Academy of Detroit,Dove Academy of Detroit,Pub,Detroit,76,73,96.1,0,2,1,1.3,0,0.0,0,0.0,1,1.3,2019,MI
Detroit Edison Public School Academy,Edison Public School Academy,Pub,Detroit,55,52,94.5,0,0,3,5.5,1,1.8,2,3.6,0,0.0,2019,MI
Escuela Avancemos,Esceula Avancemos,Pub,Detroit,41,38,92.7,3,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Flagship Charter Academy,Flagship Academy,Pub,Detroit,102,95,93.1,3,3,1,1.0,1,1.0,0,0.0,0,0.0,2019,MI
Frontier International Academy Elem,Frontier International Academy,Pub,Detroit,26,22,84.6,0,2,2,7.7,0,0.0,2,7.7,0,0.0,2019,MI
Frontier International Academy,Frontier International Academy,Pub,Detroit,26,22,84.6,2,1,1,3.8,0,0.0,1,3.8,0,0.0,2019,MI
George Crockett Academy,George Crockett Academy,Pub,Detroit,49,45,91.8,1,2,1,2.0,0,0.0,0,0.0,1,2.0,2019,MI
University Preparatory Art and Design Elementary,Henry Ford Academy of Creative Studies,Pub,Detroit,68,61,89.7,0,5,2,2.9,0,0.0,0,0.0,2,2.9,2019,MI
Hope Academy,Hope Academy,Pub,Detroit,64,60,93.8,1,2,1,1.6,0,0.0,1,1.6,0,0.0,2019,MI
Hope of Detroit Academy,Hope of Detroit Academy,Pub,Detroit,82,79,96.3,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Joy Preparatory Academy,Joy Preparatory Academy,Pub,Detroit,36,33,91.7,1,1,1,2.8,0,0.0,0,0.0,1,2.8,2019,MI
Legacy Charter Academy,Legacy Charter Academy,Pub,Detroit,77,75,97.4,1,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Martin Luther King Jr Ed Center,M L King Jr Education Center,Pub,Detroit,75,69,92.0,0,5,1,1.3,0,0.0,1,1.3,0,0.0,2019,MI
MacDowell Preparatory Academy - MacDowell,MacDowell Preparatory Academy,Pub,Detroit,43,41,95.3,0,1,1,2.3,0,0.0,0,0.0,1,2.3,2019,MI
Madison-Carver Academy,Madison-Carver Academy,Pub,Detroit,58,56,96.6,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Trix Elementary School,Michigan Educational Choice Center,Pub,Detroit,34,29,85.3,1,3,1,2.9,0,0.0,1,2.9,0,0.0,2019,MI
Marvin L Winans Acad of Performing Arts Elem,ML Winans Academy of Performing Arts,Pub,Detroit,42,37,88.1,3,1,1,2.4,0,0.0,0,0.0,1,2.4,2019,MI
New Paradigm College Prep,New Paradigm College Prep,Pub,Detroit,25,24,96.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
New Paradigm Glazer Academy,New Paradigm Glazer Academy,Pub,Detroit,19,16,84.2,1,0,2,10.5,0,0.0,1,5.3,1,5.3,2019,MI
New Paradigm Loving Academy,New Paradigm Loving Academy,Pub,Detroit,24,23,95.8,0,0,1,4.2,0,0.0,1,4.2,0,0.0,2019,MI
Oakland International Academy Intermediate,Oakland International Academy,Pub,Detroit,59,54,91.5,4,0,1,1.7,0,0.0,1,1.7,0,0.0,2019,MI
Old Redford Academy - Elementary,Old Redford Academy,Pub,Detroit,108,98,90.7,3,4,3,2.8,0,0.0,2,1.9,1,0.9,2019,MI
Pembroke Academy,Pembroke Academy,Pub,Detroit,62,60,96.8,0,0,2,3.2,1,1.6,0,0.0,1,1.6,2019,MI
Plymouth Educational Center,Plymouth Educational Center,Pub,Detroit,35,31,88.6,2,1,1,2.9,0,0.0,0,0.0,1,2.9,2019,MI
Regent Park Scholars Charter Academy,Regent Park Scholars Charter Academy,Pub,Detroit,89,78,87.6,1,8,2,2.2,0,0.0,2,2.2,0,0.0,2019,MI
Rutherford Winans Academy,Rutherford Winans Academy,Pub,Detroit,42,36,85.7,1,2,3,7.1,0,0.0,3,7.1,0,0.0,2019,MI
The James and Grace Lee Boggs School,The James and Grace Lee Boggs School,Pub,Detroit,18,13,72.2,1,0,4,22.2,0,0.0,2,11.1,2,11.1,2019,MI
Universal Academy,Universal Academy,Pub,Detroit,49,43,87.8,6,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
University Preparatory Academy PSAD Elemantary,University Prep Academy,Pub,Detroit,67,61,91.0,1,0,5,7.5,0,0.0,3,4.5,2,3.0,2019,MI
University Preparatory Academy PSAD Elementary,University Prep Academy,Pub,Detroit,74,66,89.2,1,2,5,6.8,0,0.0,2,2.7,3,4.1,2019,MI
University Preparatory Science and Math Elementary,University Preparatory Science and Math,Pub,Detroit,72,61,84.7,0,3,8,11.1,1,1.4,6,8.3,1,1.4,2019,MI
University Yes Academy,University Yes Academy,Pub,Detroit,40,37,92.5,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Warrendale Charter Academy,Warrendale Charter Academy,Pub,Detroit,98,92,93.9,1,4,1,1.0,0,0.0,0,0.0,1,1.0,2019,MI
Weston Preparatory Academy,Weston Technical Academy,Pub,Detroit,24,19,79.2,1,1,3,12.5,0,0.0,3,12.5,0,0.0,2019,MI
Woodland Elementary,Breitung Township Schools,Pub,Dickinson,229,211,92.1,0,1,17,7.4,1,0.4,1,0.4,15,6.6,2019,MI
Bishop Baraga Catholic School,Iron Mountain Public Schools,Priv,Dickinson,6,6,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
North Elementary School,Iron Mountain Public Schools,Pub,Dickinson,68,61,89.7,0,4,3,4.4,0,0.0,0,0.0,3,4.4,2019,MI
North Dickinson County School,North Dickinson County Schools,Pub,Dickinson,19,18,94.7,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Holy Spirit Central School,Norway-Vulcan Area Schools,Priv,Dickinson,10,9,90.0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Norway-Vulcan Area School,Norway-Vulcan Area Schools,Pub,Dickinson,58,53,91.4,0,3,2,3.4,2,3.4,0,0.0,0,0.0,2019,MI
Bellevue Elementary School,Bellevue Community Schools,Pub,Eaton,39,36,92.3,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St Mary School,Charlotte Public Schools,Priv,Eaton,21,19,90.5,0,0,2,9.5,0,0.0,0,0.0,2,9.5,2019,MI
Galewood Early Elementary,Charlotte Public Schools,Pub,Eaton,180,166,92.2,3,2,9,5.0,0,0.0,1,0.6,8,4.4,2019,MI
Lockwood Elementary School,Eaton Rapids Public Schools,Pub,Eaton,39,37,94.9,0,0,2,5.1,0,0.0,1,2.6,1,2.6,2019,MI
Greyhound Central Elementary School,Eaton Rapids Public Schools,Pub,Eaton,135,129,95.6,0,3,3,2.2,0,0.0,2,1.5,1,0.7,2019,MI
Our Savior Lutheran School,Grand Ledge Public Schools,Priv,Eaton,25,24,96.0,0,0,1,4.0,0,0.0,0,0.0,1,4.0,2019,MI
St. Michaels Parish School,Grand Ledge Public Schools,Priv,Eaton,15,15,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
C W Neff Kindergarten Center,Grand Ledge Public Schools,Pub,Eaton,391,363,92.8,0,11,17,4.3,2,0.5,4,1.0,11,2.8,2019,MI
Wacousta Elementary School,Grand Ledge Public Schools,Pub,Eaton,86,80,93.0,1,0,5,5.8,0,0.0,2,2.3,3,3.5,2019,MI
Island City Academy,Island City Academy,Pub,Eaton,22,18,81.8,0,0,4,18.2,0,0.0,0,0.0,4,18.2,2019,MI
Fuller Street Elementary School,Maple Valley Schools,Pub,Eaton,90,86,95.6,1,2,1,1.1,0,0.0,0,0.0,1,1.1,2019,MI
Fern Persons Elementary School,Olivet Community Schools,Pub,Eaton,82,75,91.5,1,1,5,6.1,0,0.0,2,2.4,3,3.7,2019,MI
Potterville Elementary School,Potterville Public Schools,Pub,Eaton,55,44,80.0,2,2,7,12.7,0,0.0,3,5.5,4,7.3,2019,MI
Concord Academy Petoskey,Concord Academy - Petoskey,Pub,Emmet,25,21,84.0,0,1,3,12.0,0,0.0,1,4.0,2,8.0,2019,MI
Black Bird Elementary,Harbor Springs School District,Pub,Emmet,29,25,86.2,0,1,3,10.3,0,0.0,2,6.9,1,3.4,2019,MI
Alanson Public School,Littlefield Public Schools,Pub,Emmet,19,18,94.7,0,0,1,5.3,0,0.0,0,0.0,1,5.3,2019,MI
Pellston Elementary School,Pellston Public Schools,Pub,Emmet,26,24,92.3,0,0,2,7.7,0,0.0,1,3.8,1,3.8,2019,MI
St Francis Xavier School,Public Schools of Petoskey,Priv,Emmet,20,18,90.0,0,1,1,5.0,1,5.0,0,0.0,0,0.0,2019,MI
Central Elementary School,Public Schools of Petoskey,Pub,Emmet,41,40,97.6,0,0,1,2.4,0,0.0,0,0.0,1,2.4,2019,MI
Lincoln School,Public Schools of Petoskey,Pub,Emmet,43,41,95.3,1,0,1,2.3,0,0.0,1,2.3,0,0.0,2019,MI
Ottawa Elementary School,Public Schools of Petoskey,Pub,Emmet,58,58,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
