school_code,county,public/private,district,city,school_name,enrollment_n,vaccinated_n,vaccinated_perc,temp_unvax_n,temp_unvax_perc,perm_med_exempt_n,perm_med_exempt_perc,other_n,other_perc,over_due_n,over_due_perc,five_dose_DTP_n,five_dose_DTP_perc,polio_n,polio_perc,mmr_n,mmr_perc,hepb_n,hepb_perc,varicell_n,varicella_perc,reported,year,state
6028542,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,LEO CARRILLO ELEMENTARY,74.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028708,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,POST ELEMENTARY,84.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028799,ORANGE,PUBLIC,GARDEN GROVE UNIFIED,WESTMINSTER,SUSAN B. ANTHONY ELEMENTARY,56.0,52,93,0,0,1,2,0,0,3,5,53,95,53,95,54,96,--*,≥98%,--*,≥98%,Y,2018,CA
6028831,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,AGNES L. SMITH ELEMENTARY,90.0,86,96,3,3,1,1,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6116065,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,HUNTINGTON SEACLIFF ELEMENTARY,114.0,108,95,4,4,2,2,0,0,0,0,109,96,109,96,109,96,111,97,--*,≥99%,Y,2018,CA
6028864,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOHN H. EADER ELEMENTARY,98.0,90,92,0,0,2,2,0,0,6,6,93,95,94,96,92,94,94,96,94,96,Y,2018,CA
6028872,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOHN R. PETERSON ELEMENTARY,98.0,90,92,7,7,1,1,0,0,0,0,91,93,91,93,93,95,93,95,95,97,Y,2018,CA
6028880,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,JOSEPH R. PERRY ELEMENTARY,159.0,148,93,8,5,3,2,0,0,0,0,155,97,--*,≥99%,156,98,--*,≥99%,--*,≥99%,Y,2018,CA
0134221,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,KINETIC ACADEMY,50.0,41,82,0,0,9,18,0,0,0,0,43,86,43,86,41,82,43,86,42,84,Y,2018,CA
6094643,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,RALPH E. HAWES ELEMENTARY,92.0,84,91,2,2,6,7,0,0,0,0,86,93,86,93,85,92,89,97,89,97,Y,2018,CA
6095111,ORANGE,PUBLIC,HUNTINGTON BEACH CITY ELEMENTARY,HUNTINGTON BEACH,S. A. MOFFETT ELEMENTARY,82.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6100838,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,ALDERWOOD ELEMENTARY,135.0,129,96,2,1,4,3,0,0,0,0,132,98,132,98,131,97,--*,≥99%,132,98,Y,2018,CA
0133389,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BEACON PARK,93.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6097042,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BONITA CANYON ELEMENTARY,66.0,62,94,2,3,1,2,1,2,0,0,64,97,64,97,64,97,64,97,--*,≥98%,Y,2018,CA
6102719,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,BRYWOOD ELEMENTARY,54.0,52,96,2,4,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6115455,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CANYON VIEW ELEMENTARY,98.0,91,93,4,4,3,3,0,0,0,0,--*,≥98%,95,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6089437,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,COLLEGE PARK ELEMENTARY,91.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6089429,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CULVERDALE ELEMENTARY,99.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0129155,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,CYPRESS VILLAGE ELEMENTARY,187.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6096184,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,DEERFIELD ELEMENTARY,109.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6100317,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,EASTSHORE ELEMENTARY,65.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0135137,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,EASTWOOD ELEMENTARY,116.0,110,95,3,3,3,3,0,0,0,0,112,97,112,97,--*,≥99%,111,96,--*,≥99%,Y,2018,CA
6089445,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,GREENTREE ELEMENTARY,61.0,59,97,2,3,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6106850,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,MEADOW PARK ELEMENTARY,79.0,69,87,0,0,5,6,5,6,0,0,73,92,72,91,71,90,75,95,75,95,Y,2018,CA
6100861,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,NORTHWOOD ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6120141,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,OAK CREEK ELEMENTARY,124.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6115786,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,PLAZA VISTA,114.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
0129296,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,PORTOLA SPRINGS ELEMENTARY,171.0,166,97,3,2,1,1,1,1,0,0,--*,≥99%,--*,≥99%,168,98,166,97,--*,≥99%,Y,2018,CA
6098529,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,SANTIAGO HILLS ELEMENTARY,84.0,81,96,0,0,1,1,1,1,1,1,81,96,81,96,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6107502,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,SPRINGBROOK ELEMENTARY,125.0,117,94,2,2,3,2,3,2,0,0,120,96,120,96,123,98,122,98,--*,≥99%,Y,2018,CA
6096200,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,STONE CREEK ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6096192,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,STONEGATE ELEMENTARY,128.0,122,95,5,4,1,1,0,0,0,0,--*,≥99%,125,98,126,98,--*,≥99%,--*,≥99%,Y,2018,CA
6068647,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,TURTLE ROCK ELEMENTARY,120.0,118,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6030191,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,UNIVERSITY PARK ELEMENTARY,89.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6094718,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,VISTA VERDE,89.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6108799,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,WESTPARK ELEMENTARY,150.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6085344,ORANGE,PUBLIC,IRVINE UNIFIED,IRVINE,WOODBURY ELEMENTARY,173.0,170,98,3,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028930,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,ARBOLITA ELEMENTARY,66.0,62,94,3,5,0,0,0,0,1,2,63,95,63,95,64,97,63,95,--*,≥98%,Y,2018,CA
6028948,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,EL CERRITO ELEMENTARY,82.0,79,96,2,2,0,0,1,1,0,0,79,96,79,96,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028963,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,LADERA PALMA ELEMENTARY,139.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028971,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,LAS LOMAS ELEMENTARY,92.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028989,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,LAS POSITAS ELEMENTARY,101.0,99,98,1,1,0,0,1,1,0,0,99,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6028997,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,SIERRA VISTA ELEMENTARY,99.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029029,ORANGE,PUBLIC,LA HABRA CITY ELEMENTARY,LA HABRA,WALNUT ELEMENTARY,92.0,89,97,3,3,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6028906,ORANGE,PUBLIC,LAGUNA BEACH UNIFIED,LAGUNA BEACH,EL MORRO ELEMENTARY,89.0,80,90,2,2,7,8,0,0,0,0,82,92,82,92,82,92,80,90,82,92,Y,2018,CA
6028922,ORANGE,PUBLIC,LAGUNA BEACH UNIFIED,LAGUNA BEACH,TOP OF THE WORLD ELEMENTARY,78.0,76,97,0,0,2,3,0,0,0,0,76,97,76,97,76,97,76,97,76,97,Y,2018,CA
6029045,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,FRANCIS HOPKINSON ELEMENTARY,143.0,140,98,3,2,0,0,0,0,0,0,140,98,140,98,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029052,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,JACK L. WEAVER ELEMENTARY,120.0,118,98,0,0,2,2,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029060,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,LOS ALAMITOS ELEMENTARY,126.0,124,98,1,1,1,1,0,0,0,0,124,98,124,98,124,98,124,98,124,98,Y,2018,CA
6029078,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,RICHARD HENRY LEE ELEMENTARY,119.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029086,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,LOS ALAMITOS,ROSSMOOR ELEMENTARY,137.0,134,98,1,1,2,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,134,98,--*,≥99%,Y,2018,CA
6030514,ORANGE,PUBLIC,LOS ALAMITOS UNIFIED,SEAL BEACH,J. H. MCGAUGH ELEMENTARY,153.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029110,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,DR. ALBERT SCHWEITZER,101.0,99,98,2,2,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029177,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,DR. PETER MARSHALL,115.0,105,91,10,9,0,0,0,0,0,0,111,97,113,98,112,97,--*,≥99%,--*,≥99%,Y,2018,CA
6029136,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,ESTHER L. WALTER,101.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029144,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,JONAS E. SALK,153.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029151,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,JULIETTE LOW SCHOOL OF THE ARTS,79.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029128,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,LORD BADENPOWELL,86.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029169,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,MATTIE LOU MAXWELL,100.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029193,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,ANAHEIM,WALT DISNEY,93.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029185,ORANGE,PUBLIC,MAGNOLIA ELEMENTARY,STANTON,ROBERT M. PYLES STEM ACADEMY,94.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029219,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,CORONA DEL MAR,ABRAHAM LINCOLN ELEMENTARY,60.0,54,90,3,5,3,5,0,0,0,0,56,93,57,95,56,93,56,93,57,95,Y,2018,CA
6029334,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,CORONA DEL MAR,HARBOR VIEW ELEMENTARY,63.0,52,83,2,3,2,3,7,11,0,0,53,84,54,86,53,84,58,92,59,94,Y,2018,CA
6029227,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,ADAMS ELEMENTARY,64.0,60,94,0,0,0,0,4,6,0,0,60,94,60,94,60,94,--*,≥98%,--*,≥98%,Y,2018,CA
6029268,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,CALIFORNIA ELEMENTARY,85.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029300,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,COLLEGE PARK ELEMENTARY,81.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029326,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,EVERETT A. REA ELEMENTARY,71.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029375,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,KILLYBROOKE ELEMENTARY,80.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029409,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,MAUDE B. DAVIS ELEMENTARY,74.0,70,95,1,1,2,3,1,1,0,0,71,96,71,96,70,95,72,97,--*,≥98%,Y,2018,CA
6029458,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,PAULARINO ELEMENTARY,74.0,63,85,2,3,0,0,9,12,0,0,64,86,66,89,64,86,71,96,--*,≥98%,Y,2018,CA
6029466,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,POMONA ELEMENTARY,50.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029482,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,SONORA ELEMENTARY,58.0,56,97,1,2,0,0,1,2,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029490,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,VICTORIA ELEMENTARY,71.0,62,87,3,4,5,7,1,1,0,0,62,87,63,89,65,92,66,93,68,96,Y,2018,CA
6029516,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,WHITTIER ELEMENTARY,91.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029524,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,WILSON ELEMENTARY,57.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6107833,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,COSTA MESA,WOODLAND ELEMENTARY,181.0,170,94,4,2,6,3,1,1,0,0,--*,≥99%,177,98,178,98,178,98,--*,≥99%,Y,2018,CA
6068399,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,EASTBLUFF ELEMENTARY,57.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029391,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,MARINERS ELEMENTARY,109.0,103,94,5,5,0,0,1,1,0,0,104,95,105,96,105,96,104,95,--*,≥99%,Y,2018,CA
6118236,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,NEWPORT COAST ELEMENTARY,61.0,57,93,3,5,1,2,0,0,0,0,--*,≥98%,--*,≥98%,57,93,--*,≥98%,59,97,Y,2018,CA
6029433,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,NEWPORT ELEMENTARY,64.0,58,91,3,5,3,5,0,0,0,0,60,94,60,94,60,94,58,91,60,94,Y,2018,CA
6029441,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,NEWPORT HEIGHTS ELEMENTARY,80.0,73,91,2,3,4,5,1,1,0,0,75,94,76,95,74,93,75,94,77,96,Y,2018,CA
6089460,ORANGE,PUBLIC,NEWPORT-MESA UNIFIED,NEWPORT BEACH,ROY O. ANDERSEN ELEMENTARY,51.0,49,96,1,2,1,2,0,0,0,0,49,96,49,96,49,96,--*,≥98%,49,96,Y,2018,CA
6029540,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,CIRCLE VIEW ELEMENTARY,108.0,91,84,10,9,5,5,2,2,0,0,97,90,95,88,94,87,97,90,98,91,Y,2018,CA
6029557,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,COLLEGE VIEW ELEMENTARY,70.0,68,97,2,3,0,0,0,0,0,0,--*,≥98%,--*,≥98%,68,97,--*,≥98%,--*,≥98%,Y,2018,CA
6071104,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,GOLDEN VIEW ELEMENTARY,40.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6029581,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,HARBOUR VIEW ELEMENTARY,121.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029607,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,HOPE VIEW ELEMENTARY,127.0,122,96,5,4,0,0,0,0,0,0,124,98,125,98,125,98,--*,≥99%,--*,≥99%,Y,2018,CA
6029615,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,LAKE VIEW ELEMENTARY,110.0,105,95,2,2,1,1,2,2,0,0,107,97,106,96,106,96,108,98,108,98,Y,2018,CA
6029656,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,OAK VIEW ELEMENTARY,118.0,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y,2018,CA
6029722,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,VILLAGE VIEW ELEMENTARY,99.0,95,96,4,4,0,0,0,0,0,0,95,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029730,ORANGE,PUBLIC,OCEAN VIEW,HUNTINGTON BEACH,WESTMONT ELEMENTARY,71.0,67,94,4,6,0,0,0,0,0,0,68,96,69,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6029706,ORANGE,PUBLIC,OCEAN VIEW,MIDWAY CITY,STAR VIEW ELEMENTARY,102.0,98,96,4,4,0,0,0,0,0,0,--*,≥99%,100,98,--*,≥99%,100,98,--*,≥99%,Y,2018,CA
0134239,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,ANAHEIM,EPIC CHARTER EXCELLENCE PERFORMANCE INNOVATION CITIZENSHIP,68.0,19,28,0,0,0,0,30,44,19,28,55,81,53,78,52,76,63,93,65,96,Y,2018,CA
6069553,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,COSTA MESA,ORANGE COUNTY SPECIAL EDUCATION,23.0,20,87,0,0,0,0,3,13,0,0,21,91,20,87,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
0134056,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,LAGUNA NIGUEL,ORANGE COUNTY ACADEMY OF SCIENCES AND ARTS,60.0,53,88,4,7,3,5,0,0,0,0,55,92,53,88,54,90,55,92,57,95,Y,2018,CA
0133785,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,LAKE FOREST,OXFORD PREPARATORY ACADEMY SADDLEBACK VALLEY,59.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0134940,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,CITRUS SPRINGS CHARTER,24.0,22,92,0,0,0,0,2,8,0,0,22,92,22,92,22,92,22,92,22,92,Y,2018,CA
0134288,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,SCHOLARSHIP PREP CHARTER,81.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
0137000,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,VISTA CONDOR GLOBAL ACADEMY,26.0,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y,2018,CA
6097364,ORANGE,PUBLIC,ORANGE UNIFIED,ANAHEIM,ANAHEIM HILLS ELEMENTARY,97.0,94,97,1,1,0,0,2,2,0,0,94,97,94,97,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
6114565,ORANGE,PUBLIC,ORANGE UNIFIED,ANAHEIM,CANYON RIM ELEMENTARY,106.0,103,97,2,2,1,1,0,0,0,0,103,97,103,97,103,97,103,97,104,98,Y,2018,CA
6029763,ORANGE,PUBLIC,ORANGE UNIFIED,ANAHEIM,CRESCENT ELEMENTARY,95.0,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y,2018,CA
