,C24050_002E,C24050_003E,C24050_004E,C24050_005E,C24050_006E,C24050_007E,C24050_008E,C24050_009E,C24050_010E,C24050_011E,C24050_012E,C24050_013E,C24050_014E,C24050_015E,C24050_029E,C24050_043E,C24050_057E,C24050_071E,C02003_002E,C02003_003E,C02003_004E,C02003_005E,C02003_006E,C02003_007E,C02003_008E,B01002_001E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B19326_001E,B23025_005E,B23025_003E,B27010_017E,B27010_033E,B27010_050E,B27010_001E,B27010_066E,B01003_001E,state_fip,county_fip
"Lampasas County, Texas: Summary level: 050, state:48> county:281",252,1052,463,296,1029,201,152,246,614,2047,521,544,828,2538,1755,1655,1378,919,19466,17770,843,115,186,12,540,40.8,13768,81,0,0,36,12,30,4,11,109,103,262,269,365,236,179,25221,776,9021,507,1502,1740,19729,7,20219,48,281
"La Salle County, Texas: Summary level: 050, state:48> county:283",406,133,130,39,187,332,0,9,126,403,365,90,87,579,319,439,553,417,7113,5753,72,9,0,0,1279,31.7,4455,142,0,0,0,36,51,61,83,285,56,213,199,266,260,67,18529,204,2511,425,901,471,6290,0,7191,48,283
"Lavaca County, Texas: Summary level: 050, state:48> county:285",896,837,1307,302,968,472,77,518,452,1897,450,456,297,2889,1313,1717,1244,1766,19211,15258,1363,4,75,0,2511,44.9,13578,199,0,0,19,0,104,59,56,325,140,383,342,415,213,212,24319,375,9304,476,998,1403,19114,0,19549,48,285
"Lee County, Texas: Summary level: 050, state:48> county:287",751,846,755,150,809,463,39,223,393,1752,587,490,448,1907,1828,1806,1017,1148,16501,13347,1911,11,68,0,1164,39.9,11155,179,0,6,98,9,40,36,85,181,51,264,188,313,242,194,25306,464,8170,445,890,1416,16176,14,16664,48,287
"Leon County, Texas: Summary level: 050, state:48> county:289",954,825,452,151,860,360,48,346,456,1034,597,316,274,2025,961,1413,1301,973,16654,14755,1318,75,60,0,446,44.9,11843,88,0,30,14,7,203,5,84,353,40,133,323,243,254,144,24294,539,7212,346,1117,1781,16720,43,16819,48,289
"Liberty County, Texas: Summary level: 050, state:48> county:291",1742,3520,4676,730,3117,1899,179,1050,1462,4838,1438,1905,1211,6627,4132,6506,4967,5535,76144,62608,8287,232,517,15,4485,36.4,50708,627,0,0,6,205,300,154,345,1113,339,1516,2054,2139,2322,925,24891,3609,31376,2140,6065,7988,71431,99,77486,48,291
"Limestone County, Texas: Summary level: 050, state:48> county:293",912,682,911,159,632,459,52,322,587,2997,532,563,576,2771,2023,1694,1318,1578,23169,18434,4131,51,136,13,404,39.3,15970,269,0,0,23,17,83,82,108,352,149,416,476,527,447,180,20552,840,10224,821,2182,2322,22481,25,23454,48,293
"Lipscomb County, Texas: Summary level: 050, state:48> county:295",439,181,122,33,129,171,28,58,39,257,50,100,55,533,148,274,341,366,3368,3005,13,33,27,1,289,34.4,2221,33,1,0,18,13,10,9,6,67,14,34,44,35,68,34,30398,87,1749,168,230,278,3438,0,3483,48,295
"Live Oak County, Texas: Summary level: 050, state:48> county:297",744,255,471,82,365,283,19,256,204,557,370,307,227,1124,706,900,588,822,11621,10501,396,67,145,0,512,42.0,8583,52,0,0,0,35,97,50,110,163,127,97,166,363,249,159,22556,184,4324,428,648,910,10284,58,11873,48,297
"Llano County, Texas: Summary level: 050, state:48> county:299",263,813,274,198,855,316,94,690,850,1345,906,514,230,2365,1432,2092,738,721,19045,18405,432,18,53,0,137,56.3,15168,148,0,0,0,0,35,0,32,68,91,181,222,436,402,230,22731,450,7798,458,992,1630,19070,16,19323,48,299
"Loving County, Texas: Summary level: 050, state:48> county:301",12,2,0,0,2,5,0,3,0,2,19,10,7,14,14,20,3,11,104,64,0,20,0,0,20,55.3,106,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,,11,73,3,10,18,117,0,117,48,301
"Lubbock County, Texas: Summary level: 050, state:48> county:303",3410,9842,7354,4896,18088,5815,2799,8387,10281,41128,15900,8414,5179,48071,28422,36485,14232,14283,281524,231263,20682,2023,5890,162,21504,30.6,169930,2852,21,13,132,356,681,441,865,1648,1330,2374,3526,4277,4708,2695,22353,9301,150794,7577,23151,19414,286551,187,290782,48,303
"Lynn County, Texas: Summary level: 050, state:48> county:305",395,186,84,101,296,188,16,104,95,513,117,108,206,709,397,617,470,216,5597,4896,71,101,12,3,514,37.4,3771,62,0,7,7,30,61,24,27,51,53,141,100,116,98,76,23478,295,2704,171,453,643,5733,0,5764,48,305
"McCulloch County, Texas: Summary level: 050, state:48> county:307",628,154,224,37,499,292,7,156,211,629,359,360,171,1001,834,826,575,491,7954,7354,136,273,0,0,191,44.2,5881,178,0,62,0,41,15,20,69,90,13,120,105,228,166,206,22584,167,3894,67,705,659,8146,0,8273,48,307
"McLennan County, Texas: Summary level: 050, state:48> county:309",1133,7765,12731,2786,13484,4335,1334,7038,8357,28593,9557,5405,5219,34924,19566,27076,11274,14897,235885,187279,34776,767,3768,28,9267,32.9,145233,2289,2,3,94,237,680,214,827,2727,937,1967,3957,3319,4427,2478,21981,7133,114870,6142,18513,16443,237186,101,241505,48,309
"McMullen County, Texas: Summary level: 050, state:48> county:311",37,8,20,0,36,17,0,35,8,39,37,28,59,84,72,100,35,33,778,731,0,12,0,0,35,42.2,544,4,0,0,11,5,0,11,0,31,11,6,12,10,12,16,23750,53,377,4,51,25,778,8,778,48,311
"Madison County, Texas: Summary level: 050, state:48> county:313",601,366,230,85,422,287,9,73,355,914,272,157,423,1073,981,850,830,460,13340,10257,2593,21,45,20,404,35.1,9569,236,0,0,20,5,37,19,28,228,85,263,408,361,500,57,22012,252,4446,219,568,1060,9649,26,13838,48,313
"Marion County, Texas: Summary level: 050, state:48> county:315",194,232,386,166,470,269,38,82,279,1036,372,207,209,1051,870,767,566,686,10208,7660,2349,24,166,0,9,49.1,7764,74,0,0,10,0,0,0,6,27,55,193,73,284,425,132,19079,343,4283,305,704,1121,10100,0,10248,48,315
"Martin County, Texas: Summary level: 050, state:48> county:317",474,192,111,40,252,209,22,72,91,441,125,241,72,600,429,457,560,296,5245,4426,122,35,0,11,651,31.9,3117,59,0,0,0,13,45,4,8,79,59,98,100,86,59,31,22428,86,2428,330,539,456,5187,41,5252,48,317
"Mason County, Texas: Summary level: 050, state:48> county:319",418,290,57,12,185,124,6,71,119,265,132,231,108,473,448,391,522,184,3978,3690,1,38,127,0,122,50.5,3053,76,0,0,14,8,29,14,0,66,20,93,2,63,54,19,21517,147,2165,88,362,609,4057,0,4066,48,319
"Matagorda County, Texas: Summary level: 050, state:48> county:321",975,1590,1766,355,1631,1716,65,534,1483,3259,1328,883,289,3568,3235,3771,2740,2560,35214,29429,3730,167,763,72,1053,37.2,23859,834,0,0,8,77,221,59,92,942,320,578,357,878,665,391,21525,1079,16953,878,3006,4351,36183,5,36598,48,321
"Maverick County, Texas: Summary level: 050, state:48> county:323",2071,1260,835,339,2420,1371,102,844,617,5926,1944,678,1902,4463,5400,4576,2650,3220,56116,52650,73,601,279,15,2498,29.9,31775,1416,30,43,207,241,457,496,552,2971,772,1196,1561,998,1103,960,16019,3052,23361,3915,6286,8014,55840,204,56548,48,323
"Medina County, Texas: Summary level: 050, state:48> county:325",1395,1586,837,535,2172,1212,189,1353,2064,4796,1429,1001,1041,6258,3724,4698,2589,2341,46219,42766,1079,229,134,18,1993,38.5,31240,715,5,6,39,81,155,90,281,467,180,826,826,740,770,540,24036,1390,21000,1008,2481,2947,44775,89,47392,48,325
"Menard County, Texas: Summary level: 050, state:48> county:327",106,107,27,0,90,53,0,16,58,218,49,19,54,228,189,143,163,74,1981,1902,26,37,0,0,16,45.7,1550,36,0,0,13,8,23,21,15,20,41,28,59,41,19,29,19521,72,869,89,167,276,2135,8,2182,48,327
"Midland County, Texas: Summary level: 050, state:48> county:329",15080,5789,4067,2574,8550,4157,980,3620,6125,13397,6056,4410,1938,24782,10651,19685,12566,9059,147929,124673,9592,643,2439,135,10447,32.1,94044,1733,0,28,92,131,564,338,484,1725,699,1271,2115,2274,2958,1577,32086,2726,79469,7836,11583,11326,150249,210,151290,48,329
"Milam County, Texas: Summary level: 050, state:48> county:331",906,891,685,120,942,799,69,472,485,2298,575,410,560,2762,1541,2119,1647,1143,23511,20039,2056,212,140,0,1064,41.4,16292,252,2,0,1,17,108,67,67,134,160,432,445,537,592,220,21101,976,10188,581,1189,2001,23890,24,24344,48,331
"Mills County, Texas: Summary level: 050, state:48> county:333",185,126,64,28,385,84,41,130,64,517,47,133,83,593,269,530,284,211,4860,4796,12,0,2,0,50,45.5,3347,35,0,0,9,17,28,0,12,30,20,49,80,138,82,74,21270,70,1957,112,121,491,4719,0,4875,48,333
"Mitchell County, Texas: Summary level: 050, state:48> county:335",440,290,153,48,252,189,0,78,141,800,76,138,350,900,599,510,564,382,8958,7375,1006,40,44,0,493,35.5,6352,161,2,0,30,62,30,51,14,92,131,212,247,238,349,43,20577,173,3128,207,326,825,6741,0,9169,48,335
"Montague County, Texas: Summary level: 050, state:48> county:337",1401,633,513,182,966,534,77,384,417,1470,637,580,399,2411,1289,1694,1340,1459,18984,18604,28,38,45,0,269,43.6,13604,183,6,4,0,24,34,0,97,188,112,174,266,385,482,443,24006,581,8774,1203,1283,2092,19179,12,19478,48,337
"Montgomery County, Texas: Summary level: 050, state:48> county:339",12926,18595,23126,9672,25263,16504,2947,13265,27199,43095,18484,12141,7041,87893,36410,55655,23776,26524,486264,434264,17809,2750,12631,131,18679,36.4,325211,3367,65,10,445,950,1471,939,829,6012,1319,2652,6780,5614,6393,7676,31957,14950,245208,13192,31734,37512,499565,775,502586,48,339
"Moore County, Texas: Summary level: 050, state:48> county:341",1056,555,3087,333,931,418,99,197,520,1630,960,509,419,2176,1776,1829,2011,2922,21707,17733,657,171,1890,0,1256,31.1,12889,503,14,0,17,88,543,204,80,1043,225,398,651,192,295,370,25191,456,11170,921,1848,1834,22083,36,22281,48,341
"Morris County, Texas: Summary level: 050, state:48> county:343",208,156,972,196,495,374,24,202,174,1012,127,327,321,1273,909,951,304,1151,12415,8773,2936,125,3,0,578,43.3,8886,209,0,15,0,26,12,0,22,109,26,72,127,285,312,276,21007,665,5253,260,705,1281,12559,0,12700,48,343
"Motley County, Texas: Summary level: 050, state:48> county:345",112,49,4,4,41,47,13,11,8,80,32,32,26,178,68,74,113,26,1065,1016,13,3,0,0,33,44.3,716,0,0,0,0,0,0,0,18,16,9,24,9,4,30,5,16835,57,516,25,182,121,1071,0,1071,48,345
"Nacogdoches County, Texas: Summary level: 050, state:48> county:347",1616,2292,3097,616,2900,767,242,1032,1909,8523,2494,1262,888,9319,4776,6249,3114,4180,64666,49909,12016,338,1048,0,1355,30.2,37136,673,0,0,56,62,159,176,44,797,223,539,1164,806,1315,676,20144,2606,30244,2137,6645,5304,64677,152,65531,48,347
"Navarro County, Texas: Summary level: 050, state:48> county:349",935,1319,3292,414,2611,1214,221,831,1426,4009,1553,952,1382,5090,4029,4508,2312,4220,46861,36943,6561,1009,327,440,1581,38.2,31308,585,0,0,1,184,143,85,293,863,429,644,1018,1046,1277,525,21846,2476,22635,1619,4022,4360,47382,53,48118,48,349
"Newton County, Texas: Summary level: 050, state:48> county:351",472,514,648,16,647,240,120,80,299,1319,191,117,248,1070,1021,1070,834,916,14090,10952,2975,51,84,0,28,41.6,9621,92,19,0,0,42,4,0,0,57,53,144,170,247,201,160,18709,675,5586,306,1053,1395,13874,0,14231,48,351
"Nolan County, Texas: Summary level: 050, state:48> county:353",436,366,789,66,554,635,62,240,273,1632,826,253,271,1593,1570,1125,879,1236,14642,13242,629,63,53,2,653,37.9,9762,209,0,0,16,25,91,70,43,155,99,227,434,265,337,112,20720,531,6934,384,1231,1353,14875,8,15061,48,353
"Nueces County, Texas: Summary level: 050, state:48> county:355",6020,13458,11041,4090,19454,7619,2452,8655,13200,38437,18884,9125,10460,46819,35035,39555,21619,19867,345686,305553,14259,1610,6400,244,17620,34.9,226272,4750,21,11,263,633,1295,742,1282,3951,2114,4137,6121,6462,7509,4110,23748,11586,174481,7615,29311,29110,347131,440,352060,48,355
"Ochiltree County, Texas: Summary level: 050, state:48> county:357",1332,344,219,200,486,296,146,189,271,803,430,197,168,1084,958,1080,1098,861,10226,9142,47,249,40,0,748,31.7,6282,107,0,0,14,0,8,36,124,393,0,111,377,222,136,57,24765,278,5359,632,1017,854,10582,0,10642,48,357
"Oldham County, Texas: Summary level: 050, state:48> county:359",103,33,24,26,59,51,3,38,28,250,72,32,54,303,149,152,89,80,1944,1768,144,11,11,0,10,32.4,1166,10,0,0,0,0,2,1,15,4,4,6,38,42,51,18,21943,62,835,14,81,94,1637,7,2071,48,359
"Orange County, Texas: Summary level: 050, state:48> county:361",571,3535,5614,959,4304,2239,332,1733,2984,7413,2792,1878,1262,10079,5609,8632,5398,5898,81576,72702,6849,413,879,13,720,38.1,55379,533,0,33,13,0,69,27,21,277,208,611,960,1463,1212,794,25395,3250,38866,2254,5542,6624,82514,13,83217,48,361
"Palo Pinto County, Texas: Summary level: 050, state:48> county:363",1079,1113,1589,223,1367,436,113,566,491,1927,1104,644,639,2843,1846,2504,1825,2273,27474,25293,684,261,109,11,1116,41.2,18819,220,3,0,19,56,67,23,82,277,134,409,455,778,575,371,21419,1019,12310,1133,2589,2779,27642,28,27921,48,363
"Panola County, Texas: Summary level: 050, state:48> county:365",2422,879,722,212,1027,487,79,414,676,1876,387,441,532,2238,1771,2272,2263,1610,23761,19349,4208,0,110,16,78,38.0,16015,147,0,0,35,3,35,6,32,284,136,203,426,640,610,169,24526,619,10773,554,1794,2006,23702,23,23900,48,365
"Parker County, Texas: Summary level: 050, state:48> county:367",2814,4887,6860,1286,6256,3991,943,3301,4430,11624,4011,2860,2972,21151,8095,13956,6843,6190,119564,113220,2082,1052,770,36,2404,39.6,81156,799,0,10,17,22,113,6,248,560,512,916,1142,1311,2150,1124,31493,3651,59886,3267,5858,9329,118993,51,121418,48,367
"Parmer County, Texas: Summary level: 050, state:48> county:369",794,259,973,171,390,212,35,169,182,795,351,190,144,1116,652,863,796,1238,9767,8567,167,161,0,23,849,32.5,6038,206,0,0,7,12,86,8,183,318,137,161,319,250,188,73,24404,173,4838,506,928,899,9922,31,10004,48,369
"Pecos County, Texas: Summary level: 050, state:48> county:371",1168,553,118,86,868,680,16,263,198,1074,438,426,559,1219,1194,1637,1309,1088,15716,13404,678,126,25,10,1473,35.8,10658,491,0,8,27,48,183,125,118,470,256,222,346,391,444,148,22310,328,6775,411,1029,1301,13766,71,15807,48,371
"Polk County, Texas: Summary level: 050, state:48> county:373",842,1594,1271,267,1734,1006,215,648,1046,3667,1044,1289,1644,4107,3674,3723,2499,2264,45157,38545,5078,613,264,22,635,43.5,32916,337,0,0,21,48,384,84,95,535,234,694,1104,1166,1424,558,22417,1816,18083,1035,2700,4719,42098,16,46113,48,373
"Potter County, Texas: Summary level: 050, state:48> county:375",1003,4912,6041,1668,6691,3184,725,2679,3902,11084,5964,3603,1964,13471,12321,12033,6616,8979,117770,96039,11567,668,5772,283,3441,33.3,76622,1497,32,9,131,215,635,323,605,2219,834,1870,2495,2829,3339,1303,22187,2997,56417,4404,12004,11223,115824,186,122352,48,375
"Presidio County, Texas: Summary level: 050, state:48> county:377",224,208,78,15,166,190,0,95,104,726,287,217,300,885,671,461,434,159,7261,6670,1,108,251,0,231,41.0,4834,196,0,0,21,133,124,149,120,448,37,143,287,217,156,28,18150,276,2886,757,554,1080,7304,121,7304,48,377
"Rains County, Texas: Summary level: 050, state:48> county:379",186,297,689,53,677,359,27,263,328,797,419,159,214,1279,709,1022,654,804,10829,9978,258,79,60,0,454,47.6,8065,192,0,0,0,8,0,0,10,27,62,139,200,358,238,134,21820,383,4851,333,695,1225,10970,0,11037,48,379
"Randall County, Texas: Summary level: 050, state:48> county:381",1786,3586,5593,2527,8010,3475,1093,4806,4607,16372,6127,3850,3438,23996,11426,17928,5527,6393,123520,114939,3486,682,1914,52,2447,35.4,82432,540,1,0,1,31,109,85,149,395,255,537,783,1172,1504,1226,31086,2643,67913,2170,7859,6326,125914,16,126782,48,381
"Reagan County, Texas: Summary level: 050, state:48> county:383",641,107,17,17,100,215,0,98,66,244,84,135,54,358,183,400,382,455,3573,2114,65,0,0,0,1394,35.9,2366,90,0,0,0,0,15,12,87,161,22,37,125,90,47,54,26801,40,1818,292,371,504,3566,0,3598,48,383
"Real County, Texas: Summary level: 050, state:48> county:385",108,103,51,0,96,54,27,24,35,170,225,57,46,336,241,219,87,113,3313,3293,6,0,0,0,14,54.1,2481,38,0,0,0,0,46,4,13,17,21,40,69,105,78,35,18247,136,1132,117,201,445,3265,0,3356,48,385
"Red River County, Texas: Summary level: 050, state:48> county:387",268,459,876,71,468,242,37,214,156,1169,243,217,277,1059,902,922,839,975,12321,9935,2208,44,8,0,126,44.6,9003,133,0,0,0,0,30,12,13,165,89,144,343,445,263,223,18483,366,5063,310,793,1346,12360,30,12567,48,387
"Reeves County, Texas: Summary level: 050, state:48> county:389",696,291,233,55,388,349,46,215,150,1062,600,149,534,1217,1280,975,684,612,13793,11765,554,78,120,0,1276,35.6,9511,487,0,6,69,72,186,167,96,319,296,531,410,524,518,142,16461,342,5110,409,614,1090,11364,0,14179,48,389
"Refugio County, Texas: Summary level: 050, state:48> county:391",527,227,171,97,338,153,22,201,198,523,228,227,184,713,743,655,514,471,6945,6091,447,12,6,0,389,42.7,4936,132,0,0,21,20,22,42,19,47,46,163,100,143,201,33,22099,222,3318,178,380,702,7118,3,7277,48,391
"Roberts County, Texas: Summary level: 050, state:48> county:393",91,42,24,22,31,24,0,9,33,91,13,19,24,170,63,101,50,39,921,912,0,1,5,0,3,37.6,616,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,30607,8,431,41,42,50,931,0,931,48,393
"Robertson County, Texas: Summary level: 050, state:48> county:395",699,714,451,38,784,639,27,138,470,1696,336,353,431,1940,1136,1563,1043,1094,16318,12488,3419,73,37,32,269,40.9,10974,144,20,5,34,3,79,7,24,198,112,114,423,330,419,292,22127,685,7461,598,1160,1507,16336,46,16532,48,395
"Rockwall County, Texas: Summary level: 050, state:48> county:397",552,3719,4100,1214,4723,2054,1204,3129,4702,9534,2394,2077,1898,18715,5174,10478,3499,3434,82726,73862,4530,198,2059,119,1958,36.9,55187,368,0,0,21,0,79,48,116,646,406,338,709,494,597,841,37948,2577,43877,2029,3633,4807,84784,10,85536,48,397
"Runnels County, Texas: Summary level: 050, state:48> county:399",618,221,538,35,486,208,36,202,204,1057,142,276,269,1221,725,1020,636,690,10257,9571,217,61,63,0,345,41.9,6994,153,0,0,15,11,31,8,49,91,151,175,150,173,297,133,21487,152,4444,210,722,931,10236,0,10445,48,399
"Rusk County, Texas: Summary level: 050, state:48> county:401",2424,1991,2159,653,2355,1339,185,706,2003,3634,1582,1139,1049,5138,3812,4680,3639,3950,52811,42345,9367,232,299,0,568,38.5,36246,517,0,0,11,22,159,36,114,1072,251,446,1119,1120,1548,691,22520,1091,22310,1775,3678,5157,48869,48,53457,48,401
"Sabine County, Texas: Summary level: 050, state:48> county:403",291,355,170,70,250,210,0,84,141,816,141,183,171,684,626,578,555,439,10378,9422,917,6,15,0,18,50.4,7630,79,0,0,45,3,22,3,15,41,79,43,91,224,359,116,17988,396,3278,132,775,1543,10357,0,10440,48,403
"San Augustine County, Texas: Summary level: 050, state:48> county:405",166,188,260,21,351,218,11,47,88,504,127,139,117,458,379,492,348,560,8616,6485,1933,137,3,0,58,47.8,6347,92,0,0,14,0,54,0,102,84,180,136,153,150,276,36,16253,437,2674,274,656,1121,8487,0,8695,48,405
"San Jacinto County, Texas: Summary level: 050, state:48> county:407",716,1401,888,61,986,816,179,429,660,1492,527,704,1117,2392,2117,1835,1983,1649,26762,23166,3070,14,179,0,333,43.6,18655,244,0,0,0,7,59,4,37,156,134,441,781,585,539,470,22847,1434,11410,466,1785,3290,26876,12,27023,48,407
"San Patricio County, Texas: Summary level: 050, state:48> county:409",2568,3300,2544,560,2457,1587,135,1055,2099,6575,2652,1282,1813,7967,5975,5752,5004,3929,64889,60926,1385,302,645,15,1616,35.5,41749,908,0,18,102,226,337,270,328,811,508,737,1251,1423,1805,682,25299,1574,30201,2540,4669,6137,65254,6,66070,48,409
"San Saba County, Texas: Summary level: 050, state:48> county:411",461,214,165,89,300,162,3,37,64,419,128,71,216,618,389,416,488,418,5807,5362,198,0,16,0,231,42.1,4207,103,0,0,12,28,27,36,40,160,25,90,101,103,140,63,18655,120,2449,78,268,465,5240,0,5893,48,411
"Schleicher County, Texas: Summary level: 050, state:48> county:413",398,111,39,11,77,164,10,84,39,312,133,85,36,462,227,258,293,259,3208,2433,3,3,6,0,763,35.5,1903,30,0,0,4,22,13,28,10,66,24,92,76,37,36,15,22292,64,1563,264,274,281,3224,0,3224,48,413
"Scurry County, Texas: Summary level: 050, state:48> county:415",1623,667,194,118,954,343,83,359,96,1558,637,345,394,1802,1447,1430,1759,933,16939,14988,784,127,51,0,989,36.0,11171,184,0,10,110,18,96,0,60,267,217,149,205,227,362,185,25568,253,7624,579,906,1009,15754,22,17238,48,415
"Shackelford County, Texas: Summary level: 050, state:48> county:417",379,103,73,44,122,62,12,83,48,226,137,122,91,473,271,385,204,169,3326,3233,4,1,0,0,88,43.0,2308,47,0,0,0,7,15,0,0,3,4,97,34,76,27,15,25586,59,1561,132,170,309,3333,0,3352,48,417
"Shelby County, Texas: Summary level: 050, state:48> county:419",1339,989,1212,229,822,498,46,457,489,2292,741,722,326,2740,1692,1778,2248,1704,25562,20413,4537,16,227,29,340,36.9,16397,359,0,0,24,33,141,19,74,506,96,293,617,587,773,229,21432,871,11033,1149,2347,2776,25545,93,25725,48,419
"Sherman County, Texas: Summary level: 050, state:48> county:421",341,123,190,16,166,106,21,60,14,295,47,85,33,448,150,304,278,317,2954,2796,6,24,0,0,128,38.3,2045,46,0,0,6,0,28,23,15,110,7,70,105,57,46,30,24987,57,1554,117,190,400,3023,6,3066,48,421
"Smith County, Texas: Summary level: 050, state:48> county:423",3179,7013,8967,2567,13408,4165,1912,4976,7204,25456,8126,5736,3132,32881,17013,22504,10897,12546,214390,166830,39022,770,3262,255,4251,36.1,140170,2453,52,57,196,194,399,308,829,2469,969,1654,2857,3702,3455,2299,24012,7430,103271,6230,16978,18243,215234,541,217552,48,423
"Somervell County, Texas: Summary level: 050, state:48> county:425",411,374,274,95,292,570,22,184,263,626,345,207,215,1381,510,813,635,539,8550,8110,52,56,0,31,301,40.6,5895,24,0,0,0,0,6,0,0,175,47,91,257,216,198,57,27509,82,3960,318,482,949,8420,0,8608,48,425
"Starr County, Texas: Summary level: 050, state:48> county:427",1635,2497,307,282,2204,1304,36,461,1091,7797,1118,1299,975,4535,6432,3788,3656,2595,62250,59469,36,30,92,0,2623,29.1,34607,1814,0,9,113,633,1308,913,985,4088,926,1516,2877,1288,1068,1053,12595,3376,24382,3954,9121,10018,62096,261,62648,48,427
"Stephens County, Texas: Summary level: 050, state:48> county:429",760,365,185,37,487,205,50,204,213,776,163,187,173,1082,623,866,670,564,9369,8457,248,89,30,0,545,39.3,6416,70,0,0,0,30,56,30,2,159,27,85,144,182,324,96,24193,153,3958,434,628,1005,8781,39,9452,48,429
"Sterling County, Texas: Summary level: 050, state:48> county:431",161,20,20,19,61,36,8,21,38,121,15,28,35,179,81,147,125,51,1325,1282,3,0,0,0,40,36.0,876,3,0,0,16,3,6,10,0,39,5,25,42,31,8,0,21794,2,585,126,102,91,1308,16,1346,48,431
"Stonewall County, Texas: Summary level: 050, state:48> county:433",126,65,12,16,39,27,0,34,6,157,14,7,50,193,110,85,83,82,1358,1259,58,0,0,0,41,49.0,1012,7,0,0,0,0,0,5,5,27,24,29,27,39,15,21,21495,41,594,60,61,103,1363,0,1414,48,433
"Sutton County, Texas: Summary level: 050, state:48> county:435",633,141,20,41,73,94,19,29,118,276,176,100,51,457,259,257,474,324,3945,3202,26,10,0,27,680,35.1,2524,87,0,0,3,30,44,53,19,124,12,86,63,73,37,10,26443,80,1851,250,307,552,3941,7,3966,48,435
"Swisher County, Texas: Summary level: 050, state:48> county:437",358,162,220,172,419,177,42,91,78,523,215,208,119,764,490,590,410,530,7276,6461,491,82,27,0,215,36.1,4956,101,0,0,19,35,94,4,17,76,46,61,213,176,177,60,19214,190,2974,116,508,559,7104,0,7713,48,437
"Tarrant County, Texas: Summary level: 050, state:48> county:439",11505,61859,103175,29679,110507,67935,18430,72517,99487,184106,84173,49077,32291,335488,148043,237614,82047,121549,1858487,1352457,295233,9320,95018,3386,103073,34.0,1210423,19039,186,256,1159,2093,5694,3339,6064,25703,6035,14263,28431,21409,26247,20097,29895,68501,993242,58693,150193,154528,1899050,3032,1914526,48,439
"Taylor County, Texas: Summary level: 050, state:48> county:441",1783,3639,2993,1326,7816,3019,890,3761,3877,16759,7112,3510,4223,18416,13292,15635,6759,6606,130866,109127,10234,768,2353,45,8339,32.0,81434,1560,1,18,105,116,243,108,295,685,582,1017,1455,1827,1863,1278,22752,3808,64516,2981,9791,8967,129730,167,134435,48,441
"Terrell County, Texas: Summary level: 050, state:48> county:443",56,32,20,0,41,3,0,25,41,38,14,38,107,83,127,99,62,44,921,683,15,7,17,0,199,46.1,739,17,0,0,0,19,3,9,0,38,0,0,0,11,45,0,21209,16,431,23,31,88,921,0,921,48,443
"Terry County, Texas: Summary level: 050, state:48> county:445",896,339,177,180,549,158,72,155,198,1259,194,306,284,1532,956,792,847,640,12418,11010,635,58,7,0,708,34.3,8027,272,0,0,34,67,61,53,77,253,221,336,209,281,499,107,19012,334,5101,479,1063,1270,11613,23,12687,48,445
"Throckmorton County, Texas: Summary level: 050, state:48> county:447",195,57,20,22,61,47,0,42,18,154,13,33,24,209,117,159,108,93,1511,1500,3,0,8,0,0,49.6,1137,16,0,0,0,0,2,0,0,7,2,10,26,34,27,37,22927,18,704,82,75,153,1534,0,1545,48,447
"Titus County, Texas: Summary level: 050, state:48> county:449",469,827,3405,291,2041,975,51,627,770,2325,1199,611,276,3130,2122,2991,1592,4032,31990,24274,3192,234,265,6,4019,33.8,19551,597,0,17,176,76,87,235,167,883,252,397,624,718,661,461,22146,1125,14992,1328,2717,3005,32259,130,32553,48,449
"Tom Green County, Texas: Summary level: 050, state:48> county:451",4483,2962,3115,1298,6610,1713,896,2489,4333,13015,4440,2842,3332,16007,10030,12208,6668,6615,112578,99209,5029,441,1574,49,6276,33.9,72819,1533,18,48,64,237,492,72,340,1159,875,758,1954,2046,1764,873,23455,2529,54057,2913,9428,7832,109946,106,115056,48,451
"Travis County, Texas: Summary level: 050, state:48> county:453",4090,44191,46532,12662,60137,19363,17342,43919,97106,122441,63362,31699,36753,276935,100131,135186,48702,38643,1087420,851830,93357,5462,67968,684,68119,33.0,742369,10343,220,146,758,1514,3384,2634,3543,16384,3361,6883,13251,8189,9470,10241,31665,37945,637542,23964,91671,75022,1114221,1654,1121645,48,453
"Trinity County, Texas: Summary level: 050, state:48> county:455",375,397,390,82,587,410,44,105,423,688,753,175,493,1166,1355,1184,581,636,14275,12585,1478,79,29,0,104,47.7,10594,130,0,0,0,19,36,19,48,87,39,295,239,416,265,172,19205,543,5465,624,868,1443,14331,45,14405,48,455
"Tyler County, Texas: Summary level: 050, state:48> county:457",676,590,808,103,777,377,146,373,410,1717,297,339,617,1710,1677,1610,1240,993,21162,18245,2388,108,58,0,363,42.8,15102,79,0,0,31,14,0,35,40,37,154,213,416,600,617,141,21588,941,8171,417,937,1946,19038,23,21462,48,457
